circle

           0            1            0            1            0            0
   0.0634665     0.997987    0.0634239     0.997987    0.0634239            0
    0.126933     0.991955     0.126592     0.991955     0.126592            0
      0.1904     0.981929     0.189251     0.981929     0.189251            0
    0.253866     0.967949     0.251148     0.967949     0.251148            0
    0.317333     0.950071     0.312033     0.950071     0.312033            0
    0.380799     0.928368     0.371662     0.928368     0.371662            0
    0.444266     0.902927     0.429795     0.902927     0.429795            0
    0.507732     0.873849     0.486197     0.873849     0.486197            0
    0.571199     0.841254     0.540641     0.841254     0.540641            0
    0.634665      0.80527     0.592908      0.80527     0.592908            0
    0.698132     0.766044     0.642788     0.766044     0.642788            0
    0.761598     0.723734     0.690079     0.723734     0.690079            0
    0.825065     0.678509     0.734592     0.678509     0.734592            0
    0.888531     0.630553     0.776146     0.630553     0.776146            0
    0.951998     0.580057     0.814576     0.580057     0.814576            0
     1.01546     0.527225     0.849725     0.527225     0.849725            0
     1.07893     0.472271     0.881453     0.472271     0.881453            0
      1.1424     0.415415     0.909632     0.415415     0.909632            0
     1.20586     0.356886     0.934148     0.356886     0.934148            0
     1.26933      0.29692     0.954902      0.29692     0.954902            0
      1.3328     0.235759     0.971812     0.235759     0.971812            0
     1.39626     0.173648     0.984808     0.173648     0.984808            0
     1.45973     0.110838     0.993838     0.110838     0.993838            0
      1.5232    0.0475819     0.998867    0.0475819     0.998867            0
     1.58666    -0.015866     0.999874    -0.015866     0.999874            0
     1.65013     -0.07925     0.996855     -0.07925     0.996855            0
      1.7136    -0.142315     0.989821    -0.142315     0.989821            0
     1.77706    -0.204807     0.978802    -0.204807     0.978802            0
     1.84053    -0.266474     0.963842    -0.266474     0.963842            0
       1.904    -0.327068     0.945001    -0.327068     0.945001            0
     1.96746    -0.386345     0.922354    -0.386345     0.922354            0
     2.03093    -0.444067     0.895994    -0.444067     0.895994            0
      2.0944         -0.5     0.866025         -0.5     0.866025            0
     2.15786     -0.55392      0.83257     -0.55392      0.83257            0
     2.22133     -0.60561     0.795762     -0.60561     0.795762            0
     2.28479    -0.654861      0.75575    -0.654861      0.75575            0
     2.34826    -0.701475     0.712694    -0.701475     0.712694            0
     2.41173    -0.745264     0.666769    -0.745264     0.666769            0
     2.47519    -0.786053     0.618159    -0.786053     0.618159            0
     2.53866    -0.823677      0.56706    -0.823677      0.56706            0
     2.60213    -0.857983     0.513677    -0.857983     0.513677            0
     2.66559    -0.888835     0.458227    -0.888835     0.458227            0
     2.72906    -0.916108     0.400931    -0.916108     0.400931            0
     2.79253    -0.939693      0.34202    -0.939693      0.34202            0
     2.85599    -0.959493     0.281733    -0.959493     0.281733            0
     2.91946     -0.97543     0.220311     -0.97543     0.220311            0
     2.98293    -0.987439     0.158001    -0.987439     0.158001            0
     3.04639    -0.995472     0.095056    -0.995472     0.095056            0
     3.10986    -0.999497    0.0317279    -0.999497    0.0317279            0
     3.17333    -0.999497   -0.0317279    -0.999497   -0.0317279            0
     3.23679    -0.995472    -0.095056    -0.995472    -0.095056            0
     3.30026    -0.987439    -0.158001    -0.987439    -0.158001            0
     3.36373     -0.97543    -0.220311     -0.97543    -0.220311            0
     3.42719    -0.959493    -0.281733    -0.959493    -0.281733            0
     3.49066    -0.939693     -0.34202    -0.939693     -0.34202            0
     3.55413    -0.916108    -0.400931    -0.916108    -0.400931            0
     3.61759    -0.888835    -0.458227    -0.888835    -0.458227            0
     3.68106    -0.857983    -0.513677    -0.857983    -0.513677            0
     3.74452    -0.823677     -0.56706    -0.823677     -0.56706            0
